,POS1,POS2,Prob
0,NN,</s>,0.23784247361838254
1,PSP,</s>,0.22733676832202665
2,VM,</s>,0.24258318415057592
3,PUNC,</s>,0.2495594039864342
4,NNP,</s>,0.24132985218894734
5,JJ,</s>,0.2473482293039755
6,VAUX,</s>,0.2167907232000101
7,SYM,</s>,0.24464575811085426
8,CCS,</s>,0.21618598502486758
9,P,</s>,0.19526224065740322
10,QTC,</s>,0.2311368083102857
11,DMD,</s>,0.19608271371936642
12,QTO,</s>,0.2134840193360365
13,PRP,</s>,0.1939653391609419
14,DMI,</s>,0.18828816445894875
15,NEG,</s>,0.2603740312508378
16,PRF,</s>,0.19148515364973856
17,NST,</s>,0.21940382442566891
18,CCD,</s>,0.18434584374742366
19,QTF,</s>,0.23185813069190442
20,RPD,</s>,0.21256930555558548
21,RB,</s>,0.2170932704597535
22,INTF,</s>,0.17241520992864445
23,PRQ,</s>,0.21234163829365743
24,DMR,</s>,0.20398857328817166
25,DMQ,</s>,0.195519629098698
26,RDF,</s>,0.2674339390412718
27,ECH,</s>,0.2152973678900141
28,UNK,</s>,0.2764607834738008
29,<s>,﻿NN,0.0017034094117492752
30,<s>,NN,0.6055729768286825
31,﻿NN,NN,0.7538880626643517
32,NN,NN,0.24533079388185264
33,PSP,NN,0.26670977414580405
34,VM,NN,0.2510391188504974
35,PUNC,NN,0.2540743597212136
36,NNP,NN,0.2770931632274107
37,JJ,NN,0.2824979740290335
38,VAUX,NN,0.29429179613182666
39,SYM,NN,0.29758430975813405
40,CCS,NN,0.27924638123186474
41,P,NN,0.2877582100217578
42,QTC,NN,0.28682944734127064
43,DMD,NN,0.27027081612222115
44,QTO,NN,0.3278156405871394
45,PRP,NN,0.25568562921620014
46,DMI,NN,0.296859504774262
47,NEG,NN,0.2978111256382762
48,PRF,NN,0.3021766496493275
49,NST,NN,0.2709946499985699
50,CCD,NN,0.27777142936756316
51,QTF,NN,0.2814322317983281
52,RPD,NN,0.2623617768539671
53,RB,NN,0.289944196610155
54,INTF,NN,0.3542672879675463
55,PRQ,NN,0.2980874139763705
56,DMR,NN,0.3567906798907069
57,DMQ,NN,0.335019010837019
58,RDF,NN,0.3278336709432019
59,ECH,NN,0.35039580220507827
60,INJ,NN,0.38131296904138046
61,UNK,NN,0.4603685567364482
62,PRI,NN,0.6893436127637583
63,<s>,PSP,0.07867663929186947
64,NN,PSP,0.24860499688673213
65,PSP,PSP,0.2366031532928081
66,VM,PSP,0.2510391188504974
67,PUNC,PSP,0.2389113300176331
68,NNP,PSP,0.26894066497821206
69,JJ,PSP,0.2703388518485761
70,VAUX,PSP,0.19505703031959468
71,SYM,PSP,0.27331505543161805
72,CCS,PSP,0.1884349546148669
73,P,PSP,0.2603410699849736
74,QTC,PSP,0.26140292189116293
75,DMD,PSP,0.266198235904069
76,QTO,PSP,0.25991487640902555
77,PRP,PSP,0.25197401799012625
78,DMI,PSP,0.28746082180879756
79,NEG,PSP,0.25574549222869186
80,PRF,PSP,0.2925959300782082
81,NST,PSP,0.2669085736520788
82,CCD,PSP,0.21827385259360718
83,QTF,PSP,0.2608322235514015
84,RPD,PSP,0.2136713483105085
85,RB,PSP,0.28486667932623344
86,INTF,PSP,0.2400556758105445
87,PRQ,PSP,0.2737080093826358
88,DMR,PSP,0.29415198189279895
89,DMQ,PSP,0.23560255090323817
90,RDF,PSP,0.3173002476187915
91,ECH,PSP,0.22133964544580847
92,PRC,PSP,0.9645924552632785
93,INJ,PSP,0.18543417716243138
94,UNK,PSP,0.27994492264531007
95,PRI,PSP,0.24669537576207173
96,<s>,VM,0.14400585795363186
97,NN,VM,0.24162440595446652
98,PSP,VM,0.25556479518064396
99,VM,VM,0.2430032405825136
100,PUNC,VM,0.24238347489167117
101,NNP,VM,0.26431077239291717
102,JJ,VM,0.269905009109294
103,VAUX,VM,0.21754527264971396
104,SYM,VM,0.2675763855368247
105,CCS,VM,0.2530687975866909
106,P,VM,0.26939995016258694
107,QTC,VM,0.25635161007594104
108,DMD,VM,0.2657787986980518
109,QTO,VM,0.27219760159233725
110,PRP,VM,0.24777765187304845
111,DMI,VM,0.272066706028878
112,NEG,VM,0.3067292629871916
113,PRF,VM,0.2769148557526588
114,NST,VM,0.2705865145102579
115,CCD,VM,0.25466709412088107
116,QTF,VM,0.2688867477802636
117,RPD,VM,0.261940997752546
118,RB,VM,0.3040491843614344
119,INTF,VM,0.31142526166250317
120,PRQ,VM,0.3067117185751237
121,DMR,VM,0.2862394444721665
122,DMQ,VM,0.3345022744116664
123,RDF,VM,0.2236225260845807
124,ECH,VM,0.43749405580858614
125,INJ,VM,0.21964798110955883
126,PRI,VM,0.24474791903947551
127,<s>,PUNC,0.1376749647322943
128,NN,PUNC,0.23822442200679111
129,PSP,PUNC,0.24804224613650397
130,VM,PUNC,0.2543419900630202
131,PUNC,PUNC,0.24997786625983537
132,NNP,PUNC,0.2685191084913391
133,JJ,PUNC,0.269905009109294
134,VAUX,PUNC,0.3033795551902162
135,SYM,PUNC,0.262225856201284
136,CCS,PUNC,0.22346273781806542
137,P,PUNC,0.2336373388111708
138,QTC,PUNC,0.27824757612652623
139,DMD,PUNC,0.2440199487155296
140,QTO,PUNC,0.2901904927777369
141,PRP,PUNC,0.22756169284782218
142,DMI,PUNC,0.26148681954945713
143,NEG,PUNC,0.3020822341994945
144,PRF,PUNC,0.28210811358749477
145,NST,PUNC,0.2623144510583378
146,CCD,PUNC,0.2344511097591682
147,QTF,PUNC,0.2688867477802636
148,RPD,PUNC,0.24134524952468678
149,RB,PUNC,0.28434937591764436
150,INTF,PUNC,0.2597843019931995
151,PRQ,PUNC,0.288187980989723
152,DMR,PUNC,0.2627690682557648
153,DMQ,PUNC,0.286984951039425
154,RDF,PUNC,0.3653926317972595
155,ECH,PUNC,0.21834572017463577
156,INJ,PUNC,0.5310872811325136
157,UNK,PUNC,0.459463442341483
158,<s>,NNP,0.4569541369076774
159,NN,NNP,0.2345654559956337
160,PSP,NNP,0.24783695216013807
161,VM,NNP,0.24665267648825612
162,PUNC,NNP,0.25345953346375977
163,NNP,NNP,0.26830802807212045
164,JJ,NNP,0.2696877420997613
165,VAUX,NNP,0.24403383384563976
166,SYM,NNP,0.2874618279234346
167,CCS,NNP,0.25818590281192216
168,P,NNP,0.2546115827453225
169,QTC,NNP,0.25610573306157125
170,DMD,NNP,0.25279264785105793
171,QTO,NNP,0.28407769621920376
