시도명,시군구명,시도코드,시군구코드,최신시도코드,최신시군구코드,통계청 시도코드,통계청 시군구코드,비고
강원도,강릉시,42,42150,51,51150,32,32030,
강원도,고성군,42,42820,51,51820,32,32600,
강원도,동해시,42,42170,51,51170,32,32040,
강원도,삼척시,42,42230,51,51230,32,32070,
강원도,속초시,42,42210,51,51210,32,32060,
강원도,양구군,42,42800,51,51800,32,32580,
강원도,양양군,42,42830,51,51830,32,32610,
강원도,영월군,42,42750,51,51750,32,32530,
강원도,원주시,42,42130,51,51130,32,32020,
강원도,인제군,42,42810,51,51810,32,32590,
강원도,정선군,42,42770,51,51770,32,32550,
강원도,철원군,42,42780,51,51780,32,32560,
강원도,춘천시,42,42110,51,51110,32,32010,
강원도,태백시,42,42190,51,51190,32,32050,
강원도,평창군,42,42760,51,51760,32,32540,
강원도,홍천군,42,42720,51,51720,32,32510,
강원도,화천군,42,42790,51,51790,32,32570,
강원도,횡성군,42,42730,51,51730,32,32520,
강원특별자치도,강릉시,51,51150,51,51150,32,32030,
강원특별자치도,고성군,51,51820,51,51820,32,32600,
강원특별자치도,동해시,51,51170,51,51170,32,32040,
강원특별자치도,삼척시,51,51230,51,51230,32,32070,
강원특별자치도,속초시,51,51210,51,51210,32,32060,
강원특별자치도,양구군,51,51800,51,51800,32,32580,
강원특별자치도,양양군,51,51830,51,51830,32,32610,
강원특별자치도,영월군,51,51750,51,51750,32,32530,
강원특별자치도,원주시,51,51130,51,51130,32,32020,
강원특별자치도,인제군,51,51810,51,51810,32,32590,
강원특별자치도,정선군,51,51770,51,51770,32,32550,
강원특별자치도,철원군,51,51780,51,51780,32,32560,
강원특별자치도,춘천시,51,51110,51,51110,32,32010,
강원특별자치도,태백시,51,51190,51,51190,32,32050,
강원특별자치도,평창군,51,51760,51,51760,32,32540,
강원특별자치도,홍천군,51,51720,51,51720,32,32510,
강원특별자치도,화천군,51,51790,51,51790,32,32570,
강원특별자치도,횡성군,51,51730,51,51730,32,32520,
경기도,가평군,41,41820,41,41820,31,31570,
경기도,고양시 덕양구,41,41281,41,41281,31,31101,
경기도,고양시 일산동구,41,41285,41,41285,31,31103,
경기도,고양시 일산서구,41,41287,41,41287,31,31104,
경기도,과천시,41,41290,41,41290,31,31110,
경기도,광명시,41,41210,41,41210,31,31060,
경기도,광주시,41,41610,41,41610,31,31250,
경기도,구리시,41,41310,41,41310,31,31120,
경기도,군포시,41,41410,41,41410,31,31160,
경기도,김포시,41,41570,41,41570,31,31230,
경기도,남양주시,41,41360,41,41360,31,31130,
경기도,동두천시,41,41250,41,41250,31,31080,
경기도,부천시,41,41190,,,31,31050,구 신설
경기도,부천시 소사구,41,41194,41,41194,31,31050,
경기도,부천시 오정구,41,41196,41,41196,31,31050,
경기도,부천시 원미구,41,41192,41,41192,31,31050,
경기도,성남시 분당구,41,41135,41,41135,31,31023,
경기도,성남시 수정구,41,41131,41,41131,31,31021,
경기도,성남시 중원구,41,41133,41,41133,31,31022,
경기도,수원시 권선구,41,41113,41,41113,31,31012,
경기도,수원시 영통구,41,41117,41,41117,31,31014,
경기도,수원시 장안구,41,41111,41,41111,31,31011,
경기도,수원시 팔달구,41,41115,41,41115,31,31013,
경기도,시흥시,41,41390,41,41390,31,31150,
경기도,안산시 단원구,41,41273,41,41273,31,31092,
경기도,안산시 상록구,41,41271,41,41271,31,31091,
경기도,안성시,41,41550,41,41550,31,31220,
경기도,안양시 동안구,41,41173,41,41173,31,31042,
경기도,안양시 만안구,41,41171,41,41171,31,31041,
경기도,양주시,41,41630,41,41630,31,31260,
경기도,양평군,41,41830,41,41830,31,31580,
경기도,여주시,41,41670,41,41670,31,31280,
경기도,연천군,41,41800,41,41800,31,31550,
경기도,오산시,41,41370,41,41370,31,31140,
경기도,용인시 기흥구,41,41463,41,41463,31,31192,
경기도,용인시 수지구,41,41465,41,41465,31,31193,
경기도,용인시 처인구,41,41461,41,41461,31,31191,
경기도,의왕시,41,41430,41,41430,31,31170,
경기도,의정부시,41,41150,41,41150,31,31030,
경기도,이천시,41,41500,41,41500,31,31210,
경기도,파주시,41,41480,41,41480,31,31200,
경기도,평택시,41,41220,41,41220,31,31070,
경기도,포천시,41,41650,41,41650,31,31270,
경기도,하남시,41,41450,41,41450,31,31180,
경기도,화성시,41,41590,41,41590,31,31240,
경상남도,거제시,48,48310,48,48310,38,38090,
경상남도,거창군,48,48880,48,48880,38,38590,
경상남도,고성군,48,48820,48,48820,38,38540,
경상남도,김해시,48,48250,48,48250,38,38070,
경상남도,남해군,48,48840,48,48840,38,38550,
경상남도,밀양시,48,48270,48,48270,38,38080,
경상남도,사천시,48,48240,48,48240,38,38060,
경상남도,산청군,48,48860,48,48860,38,38570,
경상남도,양산시,48,48330,48,48330,38,38100,
경상남도,의령군,48,48720,48,48720,38,38510,
경상남도,진주시,48,48170,48,48170,38,38030,
경상남도,창녕군,48,48740,48,48740,38,38530,
경상남도,창원시 마산합포구,48,48125,48,48125,38,38113,
경상남도,창원시 마산회원구,48,48127,48,48127,38,38114,
경상남도,창원시 성산구,48,48123,48,48123,38,38112,
경상남도,창원시 의창구,48,48121,48,48121,38,38111,
경상남도,창원시 진해구,48,48129,48,48129,38,38115,
경상남도,통영시,48,48220,48,48220,38,38050,
경상남도,하동군,48,48850,48,48850,38,38560,
경상남도,함안군,48,48730,48,48730,38,38520,
경상남도,함양군,48,48870,48,48870,38,38580,
경상남도,합천군,48,48890,48,48890,38,38600,
경상북도,경산시,47,47290,47,47290,37,37100,
경상북도,경주시,47,47130,47,47130,37,37020,
경상북도,고령군,47,47830,47,47830,37,37570,
경상북도,구미시,47,47190,47,47190,37,37050,
경상북도,군위군,47,47720,27,27720,,,대구시편입
경상북도,김천시,47,47150,47,47150,37,37030,
경상북도,문경시,47,47280,47,47280,37,37090,
경상북도,봉화군,47,47920,47,47920,37,37610,
경상북도,상주시,47,47250,47,47250,37,37080,
경상북도,성주군,47,47840,47,47840,37,37580,
경상북도,안동시,47,47170,47,47170,37,37040,
경상북도,영덕군,47,47770,47,47770,37,37550,
경상북도,영양군,47,47760,47,47760,37,37540,
경상북도,영주시,47,47210,47,47210,37,37060,
경상북도,영천시,47,47230,47,47230,37,37070,
경상북도,예천군,47,47900,47,47900,37,37600,
경상북도,울릉군,47,47940,47,47940,37,37630,
경상북도,울진군,47,47930,47,47930,37,37620,
경상북도,의성군,47,47730,47,47730,37,37520,
경상북도,청도군,47,47820,47,47820,37,37560,
경상북도,청송군,47,47750,47,47750,37,37530,
경상북도,칠곡군,47,47850,47,47850,37,37590,
경상북도,포항시 남구,47,47111,47,47111,37,37011,
경상북도,포항시 북구,47,47113,47,47113,37,37012,
광주광역시,광산구,29,29200,29,29200,24,24050,
광주광역시,남구,29,29155,29,29155,24,24030,
광주광역시,동구,29,29110,29,29110,24,24010,
광주광역시,북구,29,29170,29,29170,24,24040,
광주광역시,서구,29,29140,29,29140,24,24020,
대구광역시,군위군,27,27720,27,27720,22,22520,
대구광역시,남구,27,27200,27,27200,22,22040,
대구광역시,달서구,27,27290,27,27290,22,22070,
대구광역시,달성군,27,27710,27,27710,22,22510,
대구광역시,동구,27,27140,27,27140,22,22020,
대구광역시,북구,27,27230,27,27230,22,22050,
대구광역시,서구,27,27170,27,27170,22,22030,
대구광역시,수성구,27,27260,27,27260,22,22060,
대구광역시,중구,27,27110,27,27110,22,22010,
대전광역시,대덕구,30,30230,30,30230,25,25050,
대전광역시,동구,30,30110,30,30110,25,25010,
대전광역시,서구,30,30170,30,30170,25,25030,
대전광역시,유성구,30,30200,30,30200,25,25040,
대전광역시,중구,30,30140,30,30140,25,25020,
부산광역시,강서구,26,26440,26,26440,21,21120,
부산광역시,금정구,26,26410,26,26410,21,21110,
부산광역시,기장군,26,26710,26,26710,21,21510,
부산광역시,남구,26,26290,26,26290,21,21070,
부산광역시,동구,26,26170,26,26170,21,21030,
부산광역시,동래구,26,26260,26,26260,21,21060,
부산광역시,부산진구,26,26230,26,26230,21,21050,
부산광역시,북구,26,26320,26,26320,21,21080,
부산광역시,사상구,26,26530,26,26530,21,21150,
부산광역시,사하구,26,26380,26,26380,21,21100,
부산광역시,서구,26,26140,26,26140,21,21020,
부산광역시,수영구,26,26500,26,26500,21,21140,
부산광역시,연제구,26,26470,26,26470,21,21130,
부산광역시,영도구,26,26200,26,26200,21,21040,
부산광역시,중구,26,26110,26,26110,21,21010,
부산광역시,해운대구,26,26350,26,26350,21,21090,
서울특별시,강남구,11,11680,11,11680,11,11230,
서울특별시,강동구,11,11740,11,11740,11,11250,
서울특별시,강북구,11,11305,11,11305,11,11090,
서울특별시,강서구,11,11500,11,11500,11,11160,
서울특별시,관악구,11,11620,11,11620,11,11210,
서울특별시,광진구,11,11215,11,11215,11,11050,
서울특별시,구로구,11,11530,11,11530,11,11170,
서울특별시,금천구,11,11545,11,11545,11,11180,
서울특별시,노원구,11,11350,11,11350,11,11110,
서울특별시,도봉구,11,11320,11,11320,11,11100,
서울특별시,동대문구,11,11230,11,11230,11,11060,
서울특별시,동작구,11,11590,11,11590,11,11200,
서울특별시,마포구,11,11440,11,11440,11,11140,
서울특별시,서대문구,11,11410,11,11410,11,11130,
