시도명,시군구명,시도코드,시군구코드,최신시도코드,최신시군구코드,통계청 시도코드,통계청 시군구코드,비고
서울특별시,서초구,11,11650,11,11650,11,11220,
서울특별시,성동구,11,11200,11,11200,11,11040,
서울특별시,성북구,11,11290,11,11290,11,11080,
서울특별시,송파구,11,11710,11,11710,11,11240,
서울특별시,양천구,11,11470,11,11470,11,11150,
서울특별시,영등포구,11,11560,11,11560,11,11190,
서울특별시,용산구,11,11170,11,11170,11,11030,
서울특별시,은평구,11,11380,11,11380,11,11120,
서울특별시,종로구,11,11110,11,11110,11,11010,
서울특별시,중구,11,11140,11,11140,11,11020,
서울특별시,중랑구,11,11260,11,11260,11,11070,
세종특별자치시,,36,36110,36,36110,29,29010,
울산광역시,남구,31,31140,31,31140,26,26020,
울산광역시,동구,31,31170,31,31170,26,26030,
울산광역시,북구,31,31200,31,31200,26,26040,
울산광역시,울주군,31,31710,31,31710,26,26510,
울산광역시,중구,31,31110,31,31110,26,26010,
인천광역시,강화군,28,28710,28,28710,23,23510,
인천광역시,계양구,28,28245,28,28245,23,23070,
인천광역시,남구,28,28170,28,28177,23,23090,미추홀구
인천광역시,남동구,28,28200,28,28200,23,23050,
인천광역시,동구,28,28140,28,28140,23,23020,
인천광역시,미추홀구,28,28177,28,28177,23,23090,
인천광역시,부평구,28,28237,28,28237,23,23060,
인천광역시,서구,28,28260,28,28260,23,23080,
인천광역시,연수구,28,28185,28,28185,23,23040,
인천광역시,옹진군,28,28720,28,28720,23,23520,
인천광역시,중구,28,28110,28,28110,23,23010,
전라남도,강진군,46,46810,46,46810,36,36590,
전라남도,고흥군,46,46770,46,46770,36,36550,
전라남도,곡성군,46,46720,46,46720,36,36520,
전라남도,광양시,46,46230,46,46230,36,36060,
전라남도,구례군,46,46730,46,46730,36,36530,
전라남도,나주시,46,46170,46,46170,36,36040,
전라남도,담양군,46,46710,46,46710,36,36510,
전라남도,목포시,46,46110,46,46110,36,36010,
전라남도,무안군,46,46840,46,46840,36,36620,
전라남도,보성군,46,46780,46,46780,36,36560,
전라남도,순천시,46,46150,46,46150,36,36030,
전라남도,신안군,46,46910,46,46910,36,36680,
전라남도,여수시,46,46130,46,46130,36,36020,
전라남도,영광군,46,46870,46,46870,36,36640,
전라남도,영암군,46,46830,46,46830,36,36610,
전라남도,완도군,46,46890,46,46890,36,36660,
전라남도,장성군,46,46880,46,46880,36,36650,
전라남도,장흥군,46,46800,46,46800,36,36580,
전라남도,진도군,46,46900,46,46900,36,36670,
전라남도,함평군,46,46860,46,46860,36,36630,
전라남도,해남군,46,46820,46,46820,36,36600,
전라남도,화순군,46,46790,46,46790,36,36570,
전라북도,고창군,45,45790,52,52790,35,35570,
전라북도,군산시,45,45130,52,52130,35,35020,
전라북도,김제시,45,45210,52,52210,35,35060,
전라북도,남원시,45,45190,52,52190,35,35050,
전라북도,무주군,45,45730,52,52730,35,35530,
전라북도,부안군,45,45800,52,52800,35,35580,
전라북도,순창군,45,45770,52,52770,35,35560,
전라북도,완주군,45,45710,52,52710,35,35510,
전라북도,익산시,45,45140,52,52140,35,35030,
전라북도,임실군,45,45750,52,52750,35,35550,
전라북도,장수군,45,45740,52,52740,35,35540,
전라북도,전주시 덕진구,45,45113,52,52113,35,35012,
전라북도,전주시 완산구,45,45111,52,52111,35,35011,
전라북도,정읍시,45,45180,52,52180,35,35040,
전라북도,진안군,45,45720,52,52720,35,35520,
전북특별자치도,고창군,52,52790,52,52790,35,35570,
전북특별자치도,군산시,52,52130,52,52130,35,35020,
전북특별자치도,김제시,52,52210,52,52210,35,35060,
전북특별자치도,남원시,52,52190,52,52190,35,35050,
전북특별자치도,무주군,52,52730,52,52730,35,35530,
전북특별자치도,부안군,52,52800,52,52800,35,35580,
전북특별자치도,순창군,52,52770,52,52770,35,35560,
전북특별자치도,완주군,52,52710,52,52710,35,35510,
전북특별자치도,익산시,52,52140,52,52140,35,35030,
전북특별자치도,임실군,52,52750,52,52750,35,35550,
전북특별자치도,장수군,52,52740,52,52740,35,35540,
전북특별자치도,전주시 덕진구,52,52113,52,52113,35,35012,
전북특별자치도,전주시 완산구,52,52111,52,52111,35,35011,
전북특별자치도,정읍시,52,52180,52,52180,35,35040,
전북특별자치도,진안군,52,52720,52,52720,35,35520,
제주특별자치도,서귀포시,50,50130,50,50130,39,39020,
제주특별자치도,제주시,50,50110,50,50110,39,39010,
충청남도,계룡시,44,44250,44,44250,34,34070,
충청남도,공주시,44,44150,44,44150,34,34020,
충청남도,금산군,44,44710,44,44710,34,34510,
충청남도,논산시,44,44230,44,44230,34,34060,
충청남도,당진시,44,44270,44,44270,34,34080,
충청남도,보령시,44,44180,44,44180,34,34030,
충청남도,부여군,44,44760,44,44760,34,34530,
충청남도,서산시,44,44210,44,44210,34,34050,
충청남도,서천군,44,44770,44,44770,34,34540,
충청남도,아산시,44,44200,44,44200,34,34040,
충청남도,예산군,44,44810,44,44810,34,34570,
충청남도,천안시 동남구,44,44131,44,44131,34,34011,
충청남도,천안시 서북구,44,44133,44,44133,34,34012,
충청남도,청양군,44,44790,44,44790,34,34550,
충청남도,태안군,44,44825,44,44825,34,34580,
충청남도,홍성군,44,44800,44,44800,34,34560,
충청북도,괴산군,43,43760,43,43760,33,33560,
충청북도,단양군,43,43800,43,43800,33,33580,
충청북도,보은군,43,43720,43,43720,33,33520,
충청북도,영동군,43,43740,43,43740,33,33540,
충청북도,옥천군,43,43730,43,43730,33,33530,
충청북도,음성군,43,43770,43,43770,33,33570,
충청북도,제천시,43,43150,43,43150,33,33030,
충청북도,증평군,43,43745,43,43745,33,33590,
충청북도,진천군,43,43750,43,43750,33,33550,
충청북도,청주시 상당구,43,43111,43,43111,33,33041,
충청북도,청주시 서원구,43,43112,43,43112,33,33042,
충청북도,청주시 청원구,43,43114,43,43114,33,33044,
충청북도,청주시 흥덕구,43,43113,43,43113,33,33043,
충청북도,충주시,43,43130,43,43130,33,33020,
