time_events,labels
47.64453125,IZQUIERDA
65.595703125,DERECHA
83.56640625,IZQUIERDA
101.513671875,DERECHA
119.486328125,IZQUIERDA
137.451171875,DERECHA
155.404296875,DERECHA
173.369140625,IZQUIERDA
191.306640625,DERECHA
209.2578125,IZQUIERDA
227.224609375,DERECHA
245.17578125,IZQUIERDA
263.111328125,DERECHA
281.0625,DERECHA
299.044921875,IZQUIERDA
316.998046875,IZQUIERDA
334.953125,IZQUIERDA
352.91796875,DERECHA
370.853515625,DERECHA
388.8203125,IZQUIERDA
