,time,open,close,high,low
0,2024-12-23T12:55:00Z,1.03739,1.03714,1.03758,1.03702
1,2024-12-23T12:56:00Z,1.03713,1.03722,1.03729,1.03703
2,2024-12-23T12:57:00Z,1.03721,1.03789,1.038,1.03717
3,2024-12-23T12:58:00Z,1.03789,1.03798,1.03804,1.03767
4,2024-12-23T12:59:00Z,1.038,1.03791,1.0381,1.03789
5,2024-12-23T13:00:00Z,1.03791,1.0377,1.03801,1.03768
6,2024-12-23T13:01:00Z,1.0377,1.03832,1.03832,1.03767
7,2024-12-23T13:02:00Z,1.03832,1.0385,1.03851,1.03815
8,2024-12-23T13:03:00Z,1.03849,1.0384,1.03882,1.03839
9,2024-12-23T13:04:00Z,1.03841,1.03833,1.03858,1.0383
10,2024-12-23T13:05:00Z,1.03831,1.03814,1.03844,1.03812
11,2024-12-23T13:06:00Z,1.03813,1.03863,1.03864,1.03813
12,2024-12-23T13:07:00Z,1.03863,1.03845,1.03884,1.03838
13,2024-12-23T13:08:00Z,1.03845,1.03822,1.03848,1.03809
14,2024-12-23T13:09:00Z,1.03822,1.03825,1.03826,1.03793
15,2024-12-23T13:10:00Z,1.03825,1.03792,1.03829,1.03789
16,2024-12-23T13:11:00Z,1.03792,1.03772,1.03792,1.03766
17,2024-12-23T13:12:00Z,1.0377,1.0378,1.0378,1.03755
18,2024-12-23T13:13:00Z,1.03785,1.03822,1.03857,1.03782
19,2024-12-23T13:14:00Z,1.0382,1.03805,1.0382,1.0379
20,2024-12-23T13:15:00Z,1.03808,1.0379,1.03817,1.03773
21,2024-12-23T13:16:00Z,1.03799,1.03767,1.03799,1.03757
22,2024-12-23T13:17:00Z,1.0377,1.03774,1.0379,1.03767
23,2024-12-23T13:18:00Z,1.03772,1.03796,1.03796,1.03748
24,2024-12-23T13:19:00Z,1.03795,1.03816,1.03823,1.03795
25,2024-12-23T13:20:00Z,1.03819,1.03869,1.03871,1.038
26,2024-12-23T13:21:00Z,1.0387,1.0383,1.03876,1.03829
27,2024-12-23T13:22:00Z,1.03831,1.03837,1.03856,1.03821
28,2024-12-23T13:23:00Z,1.03835,1.0382,1.03852,1.03815
29,2024-12-23T13:24:00Z,1.03819,1.03836,1.03842,1.03815
30,2024-12-23T13:25:00Z,1.03836,1.03836,1.03865,1.03831
31,2024-12-23T13:26:00Z,1.03837,1.03819,1.03842,1.0381
32,2024-12-23T13:27:00Z,1.03821,1.03823,1.03825,1.03798
33,2024-12-23T13:28:00Z,1.03823,1.03839,1.03842,1.03819
34,2024-12-23T13:29:00Z,1.03839,1.03829,1.03847,1.0382
35,2024-12-23T13:30:00Z,1.03829,1.03838,1.03845,1.03818
36,2024-12-23T13:31:00Z,1.03838,1.03864,1.03865,1.03833
37,2024-12-23T13:32:00Z,1.03864,1.03865,1.03879,1.03852
38,2024-12-23T13:33:00Z,1.03867,1.03882,1.03892,1.03857
39,2024-12-23T13:34:00Z,1.03882,1.039,1.03908,1.03878
40,2024-12-23T13:35:00Z,1.039,1.03902,1.03913,1.03891
41,2024-12-23T13:36:00Z,1.03902,1.03887,1.03912,1.03885
42,2024-12-23T13:37:00Z,1.03888,1.03924,1.03924,1.03881
43,2024-12-23T13:38:00Z,1.03925,1.03958,1.03959,1.03925
44,2024-12-23T13:39:00Z,1.03956,1.03942,1.03961,1.03935
45,2024-12-23T13:40:00Z,1.03942,1.0394,1.03945,1.03909
46,2024-12-23T13:41:00Z,1.03945,1.03933,1.03956,1.03933
47,2024-12-23T13:42:00Z,1.03935,1.0393,1.03936,1.03909
48,2024-12-23T13:43:00Z,1.03931,1.03912,1.03946,1.0391
49,2024-12-23T13:44:00Z,1.03913,1.03929,1.03949,1.03913
50,2024-12-23T13:45:00Z,1.0393,1.03941,1.03953,1.03918
51,2024-12-23T13:46:00Z,1.03943,1.03912,1.03945,1.039
52,2024-12-23T13:47:00Z,1.03913,1.03889,1.03915,1.03883
53,2024-12-23T13:48:00Z,1.03887,1.03926,1.03931,1.03887
54,2024-12-23T13:49:00Z,1.03926,1.03949,1.03958,1.03922
55,2024-12-23T13:50:00Z,1.03949,1.03992,1.03993,1.03946
56,2024-12-23T13:51:00Z,1.0399,1.04015,1.04037,1.03987
57,2024-12-23T13:52:00Z,1.04012,1.04018,1.04042,1.04002
58,2024-12-23T13:53:00Z,1.0402,1.04011,1.0406,1.04007
59,2024-12-23T13:54:00Z,1.04012,1.0405,1.04057,1.04012
60,2024-12-23T13:55:00Z,1.04044,1.0402,1.04054,1.04016
61,2024-12-23T13:56:00Z,1.0402,1.04095,1.04097,1.04017
62,2024-12-23T13:57:00Z,1.04095,1.04096,1.04112,1.04082
63,2024-12-23T13:58:00Z,1.04097,1.041,1.04104,1.04084
64,2024-12-23T13:59:00Z,1.04101,1.04084,1.04117,1.04073
65,2024-12-23T14:00:00Z,1.04083,1.04099,1.04103,1.04066
